,CCC Course,CCC Description,UCSC Course Code,UCSC Course Title,UCSC Description
42,CHEM 1B General Chemistry II,"Covers general chemical principles including organic chemistry, chemical kinetics, equilibrium, acid/base chemistry, thermochemistry, thermodynamics, electrochemistry, structure, properties of transition metals, and nuclear chemistry. May be offered in a distance-learning format. Transfer Information: Transferable to both UC and CSU Limitations on Enrollment: None Requisites:",CHEM 1A,General Chemistry,"An integrated study of general chemistry. Covers a range of topics including the atomic structure of matter; molecules; chemical reactions; acids and bases; gases; and equilibria in the gas and liquid phase. Students are  expected to use algebra to solve problems. General Chemistry is articulated in a full-year series. Partial transfer credit is not allowed for the A,B,C series."
43,CHEM 1A General Chemistry I,"Covers general chemical principles including structure of matter, chemical equations and bonding, gases, solutions, periodic law, acids and bases, and chemical equilibrium. May be offered in a distance-learning format. Transfer Information: Transferable to both UC and CSU Limitations on Enrollment: None Requisites:",CHEM 1A,General Chemistry,"An integrated study of general chemistry. Covers a range of topics including the atomic structure of matter; molecules; chemical reactions; acids and bases; gases; and equilibria in the gas and liquid phase. Students are  expected to use algebra to solve problems. General Chemistry is articulated in a full-year series. Partial transfer credit is not allowed for the A,B,C series."
44,CHEM 1B General Chemistry II,"Covers general chemical principles including organic chemistry, chemical kinetics, equilibrium, acid/base chemistry, thermochemistry, thermodynamics, electrochemistry, structure, properties of transition metals, and nuclear chemistry. May be offered in a distance-learning format. Transfer Information: Transferable to both UC and CSU Limitations on Enrollment: None Requisites:",CHEM 1B,General Chemistry,Description not found
45,CHEM 1A General Chemistry I,"Covers general chemical principles including structure of matter, chemical equations and bonding, gases, solutions, periodic law, acids and bases, and chemical equilibrium. May be offered in a distance-learning format. Transfer Information: Transferable to both UC and CSU Limitations on Enrollment: None Requisites:",CHEM 1B,General Chemistry,Description not found
46,CHEM 1B General Chemistry II,"Covers general chemical principles including organic chemistry, chemical kinetics, equilibrium, acid/base chemistry, thermochemistry, thermodynamics, electrochemistry, structure, properties of transition metals, and nuclear chemistry. May be offered in a distance-learning format. Transfer Information: Transferable to both UC and CSU Limitations on Enrollment: None Requisites:",CHEM 1C,General Chemistry,"An integrated study of general chemistry. Coverage includes thermodynamics; oxidation-reduction and electrochemistry; liquids and solids; intermolecular forces and solutions, including colligative properties; and nuclear chemistry. General Chemistry is articulated in a full-year series. Partial transfer credit is not allowed for the A,B,C series."
47,CHEM 1A General Chemistry I,"Covers general chemical principles including structure of matter, chemical equations and bonding, gases, solutions, periodic law, acids and bases, and chemical equilibrium. May be offered in a distance-learning format. Transfer Information: Transferable to both UC and CSU Limitations on Enrollment: None Requisites:",CHEM 1C,General Chemistry,"An integrated study of general chemistry. Coverage includes thermodynamics; oxidation-reduction and electrochemistry; liquids and solids; intermolecular forces and solutions, including colligative properties; and nuclear chemistry. General Chemistry is articulated in a full-year series. Partial transfer credit is not allowed for the A,B,C series."
48,CHEM 12A Organic Chemistry I,"Presents the lecture portion of the first semester of the year-long organic chemistry course designed for chemistry majors and pre-professional medical and biology majors. Covers stereochemistry, mechanisms, reactions and spectroscopic studies of aliphatic compounds. Students enrolled in the Honors Transfer Program may count this course towards the &quot;Honors Scholar&quot; designation with an Honors Contract. May be offered in a distance-learning format. Transfer Information: Transferable to both UC and CSU Limitations on Enrollment: None Requisites:",CHEM 8A,Organic Chemistry,"Introduces organic chemistry, with an emphasis on bonding and reactivity of organic compounds."
49,"BIO 9A Molecular, Cellular, and Animal Biology","Covers principles and applications of cell biology, molecular biology, and animal biology. Examines principles and applications of prokaryotic and eukaryotic cell structure and function, biological molecules, homeostasis, cell reproduction and its controls, molecular genetics, classical/Mendelian genetics, cell metabolism, respiration, and cellular communication. Includes a survey of the form, function, and diversity of animals, and examines the basic principles governing the evolution of organisms. The philosophy of science, methods of scientific inquiry, and experimental design are foundational to this course. Students will conduct research projects, engage in hands-on laboratory experiments, and use specimens to explore the diversity of organisms. May be offered in a distance-learning format. Transfer Information: Transferable to both UC and CSU Limitations on Enrollment: None Requisites:",BIOL 20A,Cell and Molecular Biology,"Introduction to biochemistry, cell biology, molecular biology, and genetics."
50,"BIO 9A Molecular, Cellular, and Animal Biology","Covers principles and applications of cell biology, molecular biology, and animal biology. Examines principles and applications of prokaryotic and eukaryotic cell structure and function, biological molecules, homeostasis, cell reproduction and its controls, molecular genetics, classical/Mendelian genetics, cell metabolism, respiration, and cellular communication. Includes a survey of the form, function, and diversity of animals, and examines the basic principles governing the evolution of organisms. The philosophy of science, methods of scientific inquiry, and experimental design are foundational to this course. Students will conduct research projects, engage in hands-on laboratory experiments, and use specimens to explore the diversity of organisms. May be offered in a distance-learning format. Transfer Information: Transferable to both UC and CSU Limitations on Enrollment: None Requisites:",BIOE 20B,Development and Physiology,"Topics in morphology, physiology, development, genetics, and endocrinology selected to exemplify current issues and perspectives in organismic biology."
51,"BIO 9B Ecology, Evolution, and Plant Biology","Covers comparative diversity, structure, and non-animal eukaryotic phyla. Population and community ecology and ecosystem interactions are emphasized, as well as aspects of evolution, taxonomy, and systematics. Topics include development, morphology, physiology, photosynthesis, taxonomy and systematics, principles of evolution, mechanisms of evolutionary change, and speciation. Students will obtain mastery through wet labs, computer simulations, fieldwork, group projects, student presentations, and other student-centered approaches. May be offered in a distance-learning format. Transfer Information: Transferable to both UC and CSU Limitations on Enrollment: None Requisites:",BIOE 20B,Development and Physiology,"Topics in morphology, physiology, development, genetics, and endocrinology selected to exemplify current issues and perspectives in organismic biology."
